SOURCE,FREQUENCY,GEOLEVEL,GEOID,GEONAME,MARKET,PERIOD,YEAR,QUARTER,MONTH,SUPPRESSED,TOT_LOANS,TOT_UPB,PCT_LOANS,PCT_UPB,TOT_LOANAMT,AVE_PAYMENT,AVE_MTMLTV,PCT_MTMLTV_LE60,PCT_MTMLTV_61_70,PCT_MTMLTV_71_80,PCT_MTMLTV_81_90,PCT_MTMLTV_91_100,PCT_MTMLTV_GT100,AVE_INTRATE,PCT_INTRATE_LT_3,PCT_INTRATE_3_4,PCT_INTRATE_4_5,PCT_INTRATE_5_6,PCT_INTRATE_GE_6,PCT_TERM_ARM_1_4,PCT_TERM_ARM_5PL,PCT_TERM_FRM_15,PCT_TERM_FRM_30,AVE_VANTAGESCR,PCT_VS_VERYPOOR,PCT_VS_POOR,PCT_VS_FAIR,PCT_VS_GOOD,PCT_VS_EXCELLENT,AVE_AGE_LOAN,PCT_TENURE_1_4,PCT_TENURE_5_7,PCT_TENURE_8_10,PCT_TENURE_11PL,PCT_GOVERNMENT,PCT_ENTERPRISE,PCT_OTHER
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2017Q1,2017,1,3,0,,1898.9,,84.6,,,63.2,44.3,18.9,17.9,9,5,4.9,4.8,9.5,30.9,20.2,12.9,26.6,12.4,20.8,9.8,57.1,731,1.4,7,9.9,47.9,33.7,63,54.3,11.2,8.7,25.8,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2017Q2,2017,2,6,0,,1920,,84.7,,,62.6,45,19.1,18.2,8.8,4.7,4.3,4.8,9.3,31.5,21.2,12.6,25.5,12.5,19.9,9.6,58,732,1.3,6.5,9.4,49.3,33.5,62,54.8,12.6,6.3,26.3,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2017Q3,2017,3,9,0,,1938.2,,84.8,,,62,45.7,19.3,18.4,8.5,4.4,3.6,4.8,9.3,32.2,21.8,12.3,24.5,12.4,19.1,9.5,59,735,1.2,6.2,9.2,48.7,34.7,61,55.1,14.1,4.6,26.2,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2017Q4,2017,4,12,0,,1949.8,,84.9,,,61.3,46.7,19.6,18.3,8.2,4.1,3,4.7,9.2,33,22.7,11.9,23.2,12.7,18.1,9.3,59.8,735,1.1,5.9,9.1,50.4,33.5,60,56.7,14.2,3.9,25.2,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2018Q1,2018,1,3,0,,1956.8,,85,,,60.5,48.1,19.8,17.9,7.8,3.7,2.6,4.7,9,33,24.1,11.6,22.2,13.4,17.4,9.1,60,739,1,5.6,8.4,47.9,37,60,57.8,14.1,3.6,24.5,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2018Q2,2018,2,6,0,,1984,,85,,,59.9,49.2,19.8,17.8,7.5,3.6,2.1,4.7,8.5,32.7,26.1,11.4,21.3,14,16.4,8.9,60.7,740,1,5.2,8.2,49.3,36.4,59,59.4,14.3,3.1,23.3,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2018Q3,2018,3,9,0,,2006.9,,85.1,,,59.3,50.1,19.7,17.7,7.3,3.4,1.8,4.7,8.1,32.4,27.9,11.2,20.4,14.4,15.6,8.6,61.4,741,1,5,7.9,48.6,37.5,58,60.5,14.7,2.9,21.9,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2018Q4,2018,4,12,0,,2021.5,,85.2,,,58.7,51.2,19.8,17.5,7,3.1,1.5,4.7,7.7,31.8,28.5,12.4,19.5,14.7,14.9,8.4,62,740,1,4.9,8,50,36.1,58,61.2,15.1,2.9,20.8,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2019Q1,2019,1,3,0,,2032.8,,85.2,,,58.2,52.1,19.9,17.2,6.7,2.8,1.3,4.6,7.5,31.7,29.8,12.2,18.9,15,14.4,8.2,62.4,745,0.9,4.6,7.6,47.4,39.6,58,61.4,15.6,3.2,19.8,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2019Q2,2019,2,6,0,,2065.7,,85.3,,,58.2,52.1,19.9,17.5,6.7,2.8,1.1,4.6,7.3,32.4,30.6,11.8,17.9,15.2,13.9,8,63,745,0.7,4.3,7.5,48.9,38.6,57,61.6,16.3,3.4,18.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2019Q3,2019,3,9,0,,2096.4,,85.3,,,58.2,51.8,19.8,17.8,6.9,2.8,1,4.6,7.8,34.1,29.7,11.4,17,15.3,13.3,7.9,63.5,746,0.8,4.2,7.2,48.2,39.6,56,61.8,16.7,3.9,17.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2019Q4,2019,4,12,0,,2130.1,,85.3,,,58.3,51.6,19.6,18.2,7,2.8,0.9,4.5,8.2,35.6,29.2,10.8,16.2,15.7,12.7,8,63.6,746,0.8,4.1,7,49.7,38.4,55,62.5,16.4,4.4,16.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2020Q1,2020,1,3,0,,2143.8,,85.3,,,58.3,51.3,19.6,18.6,7,2.8,0.8,4.4,8.9,37.4,27.9,10.4,15.4,16.2,12.3,8,63.5,749,0.7,3.9,6.8,47,41.6,55,62.8,16.2,5.1,15.9,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2020Q2,2020,2,6,0,,2115.5,,85.2,,,58.4,51.2,19.5,18.7,7.1,2.9,0.7,4.4,10.9,38.6,25.5,10.1,14.9,16.4,12.2,8.4,63,754,0.5,3.4,6.2,45,45,55,62.3,16.5,5.8,15.5,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2020Q3,2020,3,9,0,,2069.2,,84.9,,,58.4,51.1,19.2,19,7.2,2.9,0.7,4.3,13.3,39,23.5,9.9,14.4,16.2,12.3,8.7,62.8,754,0.4,3.1,6.1,46.5,43.9,55,61.6,16.8,6.4,15.2,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2020Q4,2020,4,12,0,,2023.5,,84.7,,,58.2,51.3,19,19.3,7,2.8,0.6,4.2,16.7,38.5,21.6,9.4,13.8,15.8,12.3,9.1,62.8,752,0.4,3,6.2,48.8,41.5,54,61.5,17.4,6.2,14.9,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2021Q1,2021,1,3,0,,1997.5,,84.5,,,57.9,51.8,19.3,19.1,6.8,2.4,0.5,4.1,21.3,36.9,19.6,9,13.2,15.3,11.9,9.4,63.4,755,0.4,2.7,5.8,47.4,43.8,53,62.7,16.9,5.9,14.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2021Q2,2021,2,6,0,,2040.2,,84.5,,,57.8,51.8,19.6,19,6.6,2.5,0.5,4,25.6,36.1,17.6,8.6,12.1,14.7,11,9.6,64.8,754,0.3,2.5,5.6,50.4,41.2,50,65.5,15.6,5.5,13.3,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2021Q3,2021,3,9,0,,2096.3,,84.4,,,57.3,52.8,20.2,18.1,6.1,2.3,0.4,3.9,29.6,34.8,16.2,8.3,11,14.3,10.2,9.5,66,755,0.3,2.4,5.4,50.5,41.4,47,67.5,14.8,5.3,12.3,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2021Q4,2021,4,12,0,,2171.3,,84.4,,,56.5,54.5,20.6,17.1,5.7,1.9,0.3,3.8,33.3,34,14.9,7.7,10.1,14.3,9.4,9.4,67,753,0.3,2.3,5.6,53,38.9,45,69.7,13.9,5,11.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2022Q1,2022,1,3,0,,2233.4,,84.3,,,55.2,57.3,20.6,15.3,5,1.6,0.2,3.7,34.8,34.2,14.3,7.4,9.3,14.7,8.8,9.1,67.4,756,0.2,2.1,5.1,51.2,41.3,44,71.5,13,4.8,10.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2022Q2,2022,2,6,0,,2330.9,,84.3,,,54.4,59.8,20.1,13.5,4.6,1.9,0.2,3.8,33,35.4,15,7.7,9,15.6,8.1,8.7,67.6,755,0.2,2.1,5.3,51.9,40.4,43,73.4,11.9,4.8,9.9,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2022Q3,2022,3,9,0,,2395.6,,84.1,,,53.4,62.5,19.2,12,4.3,1.8,0.1,3.8,31.6,34.8,16.3,8.4,9,16.3,7.6,8.3,67.8,755,0.3,2.2,5.3,51.1,41.2,43,74.3,11.3,4.8,9.5,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2022Q4,2022,4,12,0,,2432.3,,84.1,,,52.4,65,18.2,11,4.2,1.5,0.1,3.8,30.6,33.8,16.8,9.2,9.7,17.1,7.4,8,67.5,754,0.3,2.4,5.6,51.7,39.9,44,74.8,11,4.9,9.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2023Q1,2023,1,3,0,,2450.7,,84.1,,,51.7,66.8,17.5,10.3,4,1.4,0.1,3.9,29.9,33,16.9,10,10.2,17.8,7.2,7.8,67.3,757,0.3,2.3,5.3,48.3,43.9,45,75,10.6,4.9,9.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2023Q2,2023,2,6,0,,2483.9,,84,,,51.6,67.3,16.7,10,4.1,1.7,0.1,4,29,31.9,17.4,10.5,11.3,18.2,7.1,7.5,67.3,757,0.3,2.4,5.2,48.3,43.8,46,75,10.5,5.1,9.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2023Q3,2023,3,9,0,,2508.3,,84,,,51.7,67.6,16,10,4.3,1.9,0.1,4,28.2,30.9,17.7,10.5,12.7,18.6,7.1,7.2,67.1,758,0.4,2.6,5.2,46.5,45.3,48,74.3,10.8,5.4,9.4,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2023Q4,2023,4,12,0,,2520.2,,83.9,,,51.4,68.1,15.5,10,4.3,2,0.2,4.1,27.6,30.2,17.6,10.4,14.2,18.9,7.4,7,66.8,756,0.5,2.8,5.4,47.3,44,49,72.9,11.7,6.1,9.3,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2024Q1,2024,1,3,0,,2525.5,,83.9,,,51.1,68.8,15,9.7,4.3,2,0.1,4.1,27,29.6,18.2,10.4,14.8,18.7,7.8,6.8,66.7,758,0.5,2.7,5.1,45,46.7,51,71.5,12.8,6.6,9.1,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2024Q2,2024,2,6,0,,2553.5,,83.9,,,51.4,69,14.5,9.6,4.5,2.3,0.2,4.2,26.2,28.6,18.8,10.2,16.1,18.8,8.2,6.6,66.4,758,0.5,2.7,5.1,45.1,46.6,52,70,14.5,6.7,8.9,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2024Q3,2024,3,9,0,,2572.3,,83.8,,,50.9,69.4,14,9.4,4.7,2.3,0.2,4.2,25.5,27.8,19.4,10.2,17.1,18.4,8.7,6.3,66.5,759,0.6,2.8,5.1,43.6,47.9,53,67.9,16.2,7,8.8,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2024Q4,2024,4,12,0,,2593.1,,83.8,,,50.9,69.7,13.7,9.2,4.9,2.3,0.2,4.3,24.8,27,19.2,10.4,18.6,17.7,9,6.1,67.2,757,0.6,3,5.1,45.5,45.8,54,65.8,18.3,7.2,8.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2025Q1,2025,1,3,0,,2606.5,,83.9,,,50.7,70.1,13.3,9.1,5,2.3,0.2,4.3,24.2,26.3,18.7,10.3,20.5,17,9.4,5.9,67.7,759,0.6,3,4.9,42.5,49,55,63,21.1,7.3,8.6,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Other Conventional Market,2025Q2,2025,2,6,0,,2621.3,,83.8,,,50.7,70.4,13,9,5.1,2.3,0.2,4.4,23.5,25.5,18.1,10.1,22.8,16.1,9.9,5.8,68.2,759,0.7,2.9,4.9,43.3,48.1,57,58.3,25.8,7.2,8.7,0,0,100
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2013Q1,2013,1,3,0,,1420.3,,16.5,,,78.6,22.7,12.5,18.3,13.7,16,16.8,5.1,3.2,21.4,26.7,21.5,27.2,3,7.7,17.8,71.6,713,2.1,10.1,13.3,47.1,27.5,47,60.5,20.3,15,4.3,19.8,52.1,28
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2013Q2,2013,2,6,0,,1419.9,,16.5,,,77.9,23,12.7,18.6,13.9,16.2,15.5,5,3.8,24.4,26.3,20,25.5,3,7.3,18,71.7,714,2,9.7,13.3,48,27,47,60.4,20.1,14.5,5,20.2,52.2,27.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2013Q3,2013,3,9,0,,1415.8,,16.6,,,77.1,23.4,13.1,18.8,14.3,16.1,14.2,5,3.9,25.3,27.6,19.1,24,3,7,18.1,71.9,714,1.8,9.6,13.4,48,27.1,47,60.4,19.9,13.7,6,20.6,52,27.4
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2013Q4,2013,4,12,0,,1411.1,,16.6,,,76.2,24,13.7,18.8,14.7,15.9,12.9,4.9,3.9,25.7,29,18.6,22.9,3,6.8,18.1,72.2,714,1.8,9.4,13.5,48.5,26.7,48,60.3,19.4,13.9,6.4,20.9,51.9,27.2
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2014Q1,2014,1,3,0,,1403.2,,16.6,,,75.1,24.9,14.3,18.8,15.1,15.3,11.7,4.9,3.8,25.8,30.1,18.1,22.1,3,6.7,17.9,72.5,717,1.8,9.1,13.1,47.7,28.4,49,60.2,18.8,14.3,6.7,21.2,51.9,27
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2014Q2,2014,2,6,0,,1405.5,,16.6,,,74.2,25.8,14.7,18.8,15.4,14.8,10.5,4.9,3.8,26,31.5,17.6,21.1,3,6.5,17.7,72.8,717,1.6,8.7,13,48.4,28.3,50,60.4,18.1,14.2,7.3,21.5,51.7,26.7
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2014Q3,2014,3,9,0,,1407.1,,16.6,,,73.4,26.6,15.1,18.8,15.6,14.3,9.5,4.8,3.7,26.2,32.8,17,20.2,3,6.3,17.5,73.3,718,1.6,8.6,13,48.2,28.6,50,60.3,17.9,14.3,7.5,21.8,51.6,26.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2014Q4,2014,4,12,0,,1408.4,,16.6,,,72.6,27.5,15.5,18.9,15.7,13.9,8.5,4.8,3.7,26.8,33.9,16.3,19.3,3,6.1,17.3,73.6,718,1.5,8.5,13.2,48.7,28,51,59.2,19,13.9,7.8,22.1,51.5,26.3
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2015Q1,2015,1,3,0,,1410.1,,16.6,,,71.8,28.3,15.9,19,15.8,13.4,7.6,4.8,3.8,28.1,33.9,15.7,18.6,2.9,6,17.1,74,721,1.4,8,12.6,47.8,30.1,51,58.9,19.3,13.6,8.2,22.3,51.6,26.1
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2015Q2,2015,2,6,0,,1412.3,,16.7,,,71.3,29,16,19.1,15.9,13.2,6.9,4.7,3.8,29.7,33.9,14.9,17.7,2.9,5.8,16.9,74.4,722,1.4,7.8,12.5,48.3,29.9,52,59.9,18.5,13,8.6,22.7,51.4,25.9
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2015Q3,2015,3,9,0,,1419.7,,16.7,,,70.8,29.6,16.1,19.1,15.9,13,6.3,4.7,3.8,30.2,35,14.2,16.9,2.9,5.6,16.7,74.8,722,1.4,7.7,12.6,48.4,29.9,52,60.6,18.4,11.9,9.2,23.1,51.2,25.7
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2015Q4,2015,4,12,0,,1410.7,,16.7,,,70.3,30.2,16.3,19.1,16,12.6,5.7,4.6,3.8,31.1,35.8,13.5,15.8,2.9,5.3,16.5,75.3,722,1.4,7.5,12.8,49,29.3,52,60.5,19.5,10.6,9.4,23.6,51.2,25.2
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2016Q1,2016,1,3,0,,1402.2,,16.7,,,69.7,31,16.6,19.2,16,12.2,5,4.6,3.8,32.3,36.2,12.9,14.9,2.8,5.1,16.3,75.8,724,1.3,7.2,12.4,48.4,30.8,52,60.4,20,10,9.5,24,51.1,24.9
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2016Q2,2016,2,6,0,,1412.5,,16.7,,,69.2,31.5,16.8,19.2,16.1,11.9,4.5,4.5,3.9,34.1,35.6,12.2,14.1,2.7,4.9,16.1,76.3,724,1.3,7.1,12.2,49.2,30.3,51,59.9,20.3,10.1,9.7,24.5,50.9,24.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2016Q3,2016,3,9,0,,1424.7,,16.7,,,68.8,32,16.9,19.4,16,11.6,4.1,4.5,4.2,36.4,34.3,11.6,13.4,2.6,4.7,15.9,76.7,724,1.3,7,12.3,49.1,30.2,51,59,21.1,10,9.8,24.8,50.9,24.4
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2016Q4,2016,4,12,0,,1434.7,,16.8,,,68.3,32.6,17,19.6,15.9,11.3,3.6,4.4,4.5,38.5,33.3,11,12.7,2.5,4.6,15.9,77.1,723,1.3,7.2,12.4,49.8,29.3,51,57.9,22.4,9.6,10,25.1,50.8,24.2
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2017Q1,2017,1,3,0,,1440.1,,16.8,,,67.8,33.3,17.3,19.6,15.8,10.8,3.2,4.4,4.4,38.4,34.4,10.6,12.2,2.5,4.4,15.6,77.5,726,1.3,6.9,11.9,48.9,31,51,56.5,24.1,9.1,10.2,25.4,50.6,24
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2017Q2,2017,2,6,0,,1453.7,,16.8,,,67.4,33.9,17.4,19.7,15.7,10.5,2.8,4.4,4.3,38.1,35.8,10.2,11.6,2.5,4.3,15.3,78,726,1.2,6.8,11.8,49.5,30.7,51,55.5,25.5,8.6,10.4,25.7,50.4,23.9
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2017Q3,2017,3,9,0,,1468,,16.8,,,67,34.5,17.5,19.7,15.4,10.3,2.5,4.4,4.2,38.1,36.8,9.9,11,2.4,4.1,15,78.5,726,1.2,6.8,11.8,49.5,30.7,51,55.3,26,8.4,10.4,26,50.3,23.7
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2017Q4,2017,4,12,0,,1479.5,,16.8,,,66.6,35.2,17.7,19.7,15.1,10.1,2.2,4.4,4.1,38.2,37.7,9.5,10.4,2.4,3.9,14.7,79,725,1.2,6.8,12.1,50.2,29.7,51,56.1,24.9,8.9,10.2,26.2,50.3,23.5
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2018Q1,2018,1,3,0,,1486.1,,16.8,,,66,36.2,17.9,19.7,14.9,9.4,1.9,4.4,3.9,37.7,38.9,9.5,10,2.5,3.7,14.4,79.4,727,1.1,6.6,11.6,49.1,31.6,51,57,23.9,9,10.1,26.4,50.3,23.3
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2018Q2,2018,2,6,0,,1504.8,,16.9,,,65.6,36.9,17.9,19.7,14.6,9.2,1.7,4.4,3.7,36.3,40.4,10.1,9.5,2.5,3.5,13.9,80,728,1.1,6.4,11.5,49.7,31.2,51,58,23.4,8.7,9.9,26.6,50.1,23.2
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2018Q3,2018,3,9,0,,1521.5,,16.9,,,65.2,37.5,18.1,19.6,14.2,9,1.5,4.4,3.5,34.9,41.6,10.8,9.2,2.5,3.4,13.5,80.6,728,1.1,6.5,11.6,49.5,31.3,51,58.6,23.2,8.7,9.6,26.8,50.1,23.1
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2018Q4,2018,4,12,0,,1532.9,,16.9,,,64.8,38.4,18.2,19.4,14,8.7,1.3,4.4,3.3,33.6,41.8,12.3,8.9,2.5,3.2,13.1,81.2,726,1.2,6.7,11.7,50.1,30.3,52,58.9,22.5,9.3,9.3,27,50,23
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2019Q1,2019,1,3,0,,1538.8,,16.9,,,64.2,39.4,18.4,19.2,13.7,8.3,1.1,4.4,3.2,32.6,42.8,12.8,8.6,2.5,3.1,12.7,81.6,729,1.1,6.4,11.3,49,32.2,53,58.9,22.1,9.8,9.2,27.2,49.9,22.9
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2019Q2,2019,2,6,0,,1561.6,,17,,,64.1,39.7,18.3,19,13.4,8.4,1.1,4.4,3.1,31.9,44.2,12.6,8.2,2.4,3,12.3,82.2,729,1,6.3,11.4,49.6,31.6,52,58.8,21.8,10,9.3,27.4,49.8,22.8
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2019Q3,2019,3,9,0,,1590.9,,17,,,64.2,39.7,18.1,19,13.2,8.8,1.1,4.4,3.1,33.4,43.7,12,7.8,2.3,2.9,12.1,82.7,728,1.1,6.4,11.5,49.5,31.6,52,59.2,20.9,10.6,9.4,27.5,49.8,22.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2019Q4,2019,4,12,0,,1616.4,,17.1,,,64.3,39.6,17.9,19.2,13,9.2,1.1,4.3,3.1,35.8,42.5,11.2,7.4,2.3,2.8,11.9,83,727,1.1,6.5,11.6,50.1,30.7,51,59.7,19.5,11.4,9.3,27.6,49.7,22.7
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2020Q1,2020,1,3,0,,1639.9,,17.1,,,64.3,39.4,17.8,19.5,12.8,9.4,1,4.3,3.5,38.7,40.5,10.3,7,2.4,2.6,11.8,83.1,729,1.1,6.3,11.2,49.2,32.2,51,60.4,18.2,12.3,9.1,27.7,49.8,22.5
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2020Q2,2020,2,6,0,,1667.5,,17.2,,,64.7,38.8,17.4,19.9,12.7,10,1.1,4.2,5.6,42.3,36.1,9.4,6.5,2.4,2.5,12.2,82.9,734,0.7,5.4,10.7,49.4,33.8,49,61.5,16.9,12.7,8.9,27.5,50.4,22.1
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2020Q3,2020,3,9,0,,1700.6,,17.3,,,65.1,38.1,17.2,20.3,12.6,10.7,1.1,4.1,10.3,43.3,31.8,8.5,6.1,2.2,2.4,12.5,83,735,0.6,5,10.8,50.2,33.4,47,62.7,16.2,12.4,8.7,27.3,51.1,21.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2020Q4,2020,4,12,0,,1743.5,,17.4,,,65.2,37.7,17.2,20.6,12.7,10.9,1,3.9,16.9,42.4,27.5,7.6,5.6,2.1,2.2,12.7,83,734,0.6,5,10.8,51.3,32.3,44,64.5,15.9,11,8.6,27,51.9,21
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2021Q1,2021,1,3,0,,1780.8,,17.5,,,64.8,38.2,17.7,20.4,13,9.9,0.8,3.8,23.6,40.5,23.8,6.9,5.3,2.1,2,13,82.9,738,0.5,4.3,9.9,51.2,34.1,42,66.9,14.9,9.9,8.3,26.7,52.7,20.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2021Q2,2021,2,6,0,,1819.5,,17.6,,,64.1,39.2,18.3,19.7,13.6,8.6,0.6,3.7,26.5,41.4,21,6.2,4.9,1.9,1.9,13.1,83.1,737,0.4,4.1,10,52.7,32.7,41,69.2,14,9.1,7.8,26.4,53,20.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2021Q3,2021,3,9,0,,1864.7,,17.6,,,63,40.9,19.4,18.7,13.5,7,0.5,3.6,29.4,41.6,18.8,5.7,4.5,1.8,1.8,13.1,83.3,737,0.5,4.2,10,52.4,32.9,39,71,13.2,8.5,7.4,26.1,53.2,20.7
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2021Q4,2021,4,12,0,,1924.1,,17.7,,,61.8,43.4,20,18.1,12.4,5.8,0.4,3.6,31.1,42.6,17,5.2,4.2,1.9,1.7,12.9,83.6,735,0.5,4.4,10.3,53.4,31.4,38,72.6,12.5,7.7,7.2,25.7,53.5,20.8
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2022Q1,2022,1,3,0,,1969,,17.8,,,60.2,46.8,20.1,17.7,10.6,4.5,0.3,3.5,31,43.6,16.7,4.8,3.9,2,1.6,12.6,83.8,738,0.5,4.1,9.5,52.8,33.1,38,74.1,11.7,7.2,7,25.5,53.5,21.1
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2022Q2,2022,2,6,0,,2021,,17.9,,,58.7,50.5,19.5,16.8,8.8,4.1,0.3,3.6,29.4,42.4,17.8,6.5,3.9,2.3,1.5,12.1,84.2,737,0.6,4.4,9.7,53.1,32.2,38,75.3,10.9,6.9,6.9,25.4,53.1,21.6
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2022Q3,2022,3,9,0,,2061.2,,18.1,,,57.5,53.8,19,15.3,7.6,4.1,0.3,3.7,28.1,40.7,18.1,8.6,4.6,2.5,1.4,11.6,84.6,736,0.6,4.8,9.9,52.3,32.4,39,76.1,10.3,6.5,7.1,25.5,52.6,21.9
NMDB,Quarterly,Rural/Non-Rural,USARA,United States Rural,All Mortgages,2022Q4,2022,4,12,0,,2085.6,,18.1,,,56.4,56.6,18.5,13.9,7,3.8,0.2,3.8,27.2,39.3,17.9,9.3,6.4,2.7,1.3,11.1,84.8,733,0.8,5.4,10.4,51.8,31.6,40,76.5,10,6.1,7.4,25.7,52.3,22.1
