SOURCE,FREQUENCY,GEOLEVEL,GEOID,GEONAME,MARKET,PERIOD,YEAR,QUARTER,MONTH,SUPPRESSED,TOT_LOANS,TOT_UPB,PCT_LOANS,PCT_UPB,TOT_LOANAMT,AVE_PAYMENT,AVE_MTMLTV,PCT_MTMLTV_LE60,PCT_MTMLTV_61_70,PCT_MTMLTV_71_80,PCT_MTMLTV_81_90,PCT_MTMLTV_91_100,PCT_MTMLTV_GT100,AVE_INTRATE,PCT_INTRATE_LT_3,PCT_INTRATE_3_4,PCT_INTRATE_4_5,PCT_INTRATE_5_6,PCT_INTRATE_GE_6,PCT_TERM_ARM_1_4,PCT_TERM_ARM_5PL,PCT_TERM_FRM_15,PCT_TERM_FRM_30,AVE_VANTAGESCR,PCT_VS_VERYPOOR,PCT_VS_POOR,PCT_VS_FAIR,PCT_VS_GOOD,PCT_VS_EXCELLENT,AVE_AGE_LOAN,PCT_TENURE_1_4,PCT_TENURE_5_7,PCT_TENURE_8_10,PCT_TENURE_11PL,PCT_GOVERNMENT,PCT_ENTERPRISE,PCT_OTHER
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2013Q4,2013,4,12,0,22651,3806,80.1,83.9,4260.7,1321,63.9,41,15.7,18.6,10.5,6.8,7.5,4.8,3.5,24.7,32.5,21.3,18,1.8,3.6,25,69.7,741,0.8,5.3,9.3,44.8,39.8,54,59.3,14.7,12.4,13.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2014Q1,2014,1,3,0,22571,3788.9,80.1,83.9,4260.6,1334,62.5,42.8,16.6,17.7,10.2,6.2,6.5,4.8,3.5,24.9,33.5,20.9,17.2,1.8,3.5,24.9,69.9,743,0.8,5.1,8.9,43.6,41.5,55,59.3,14.6,12,14.1,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2014Q2,2014,2,6,0,22580,3797.7,80.2,83.9,4284.8,1329,61.3,44.5,17.1,17.1,9.9,5.7,5.6,4.7,3.5,25.1,34.7,20.3,16.4,1.8,3.4,24.7,70.1,744,0.7,4.8,8.9,44.4,41.2,56,59.7,14.2,11.3,14.8,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2014Q3,2014,3,9,0,22573,3802.6,80.2,84,4304.4,1331,60.2,46.3,17.2,16.8,9.6,5.3,4.8,4.7,3.4,25.3,36.1,19.6,15.7,1.8,3.3,24.5,70.4,744,0.7,4.7,8.8,44.1,41.6,57,59.5,14.5,11,15,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2014Q4,2014,4,12,0,22574,3808.1,80.2,84,4325,1336,59.2,48,17.1,16.5,9.3,4.9,4.2,4.7,3.4,25.6,37.1,18.9,15,1.7,3.3,24.4,70.6,744,0.7,4.6,8.9,44.6,41.1,57,58,16.2,10.6,15.1,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2015Q1,2015,1,3,0,22604,3819.3,80.3,84,4350.9,1334,58.4,49.4,17,16.3,9,4.6,3.7,4.7,3.5,26.8,37.3,18.1,14.4,1.7,3.3,24.3,70.8,747,0.6,4.4,8.5,43.1,43.4,58,57.4,17,10.4,15.2,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2015Q2,2015,2,6,0,22518,3814.8,80.3,84,4355.2,1334,57.9,50.4,16.9,16.3,8.8,4.4,3.3,4.6,3.5,28,37.6,17.2,13.7,1.6,3.2,24.2,71,747,0.6,4.2,8.3,43.7,43.1,58,58.1,16.7,9.9,15.3,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2015Q3,2015,3,9,0,22482,3824.3,80.3,84,4375,1347,57.4,51.3,16.8,16.1,8.7,4.2,2.9,4.6,3.4,28.3,38.8,16.4,13.1,1.5,3.1,24.1,71.3,748,0.6,4.1,8.4,43.7,43.2,59,58.4,17.3,8.7,15.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2015Q4,2015,4,12,0,22296,3805.4,80.3,84,4364.9,1371,56.8,52.4,16.9,15.8,8.5,3.9,2.6,4.6,3.5,28.9,39.6,15.7,12.4,1.5,3,24,71.6,747,0.6,4.1,8.4,44.2,42.8,59,57.5,19.3,7.7,15.5,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2016Q1,2016,1,3,0,22037,3775.4,80.3,84,4342,1380,56.1,53.4,17,15.5,8.3,3.6,2.3,4.5,3.5,29.8,40.2,14.9,11.6,1.4,2.9,23.9,71.8,750,0.5,3.8,8,43.3,44.4,60,56.8,20.6,7.4,15.2,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2016Q2,2016,2,6,0,22010,3790.9,80.3,84,4364,1371,55.7,54.2,16.9,15.3,8,3.5,2,4.5,3.6,31.3,39.9,14.1,11,1.3,2.8,23.8,72.1,750,0.5,3.7,7.8,43.9,44.2,60,55.5,21.8,7.8,14.9,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2016Q3,2016,3,9,0,22024,3822.8,80.3,84.1,4401.1,1365,55.2,54.9,16.9,15.2,7.8,3.4,1.7,4.4,3.9,33.5,38.8,13.3,10.4,1.2,2.7,23.7,72.4,750,0.5,3.6,7.8,44,44.1,60,53.6,23.8,8.1,14.5,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2016Q4,2016,4,12,0,21966,3833,80.3,84,4413.7,1377,54.7,55.7,16.8,15.1,7.6,3.3,1.5,4.4,4.3,35.3,37.9,12.6,9.9,1.1,2.6,23.6,72.7,750,0.5,3.6,7.9,44.7,43.3,59,51.2,26.6,7.9,14.2,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2017Q1,2017,1,3,0,21899,3834,80.3,84,4424,1408,54.2,56.7,16.8,14.7,7.4,3,1.3,4.4,4.2,35.4,38.8,12.2,9.4,1.1,2.5,23.4,73,752,0.5,3.5,7.4,43.3,45.3,60,48.5,29.7,7.9,14,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2017Q2,2017,2,6,0,21902,3860.4,80.4,84,4460.7,1408,53.8,57.4,16.8,14.5,7.2,2.9,1.2,4.4,4.1,35.2,40,11.7,8.9,1,2.4,23,73.5,752,0.5,3.4,7.3,43.8,45.1,60,46.1,32.5,7.6,13.8,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2017Q3,2017,3,9,0,21880,3884.1,80.3,84,4492.6,1416,53.5,58.1,16.7,14.3,7,2.9,1,4.3,4.1,35.4,40.9,11.1,8.4,1,2.3,22.7,74,753,0.5,3.4,7.3,43.6,45.3,60,44.9,33.7,7.8,13.5,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2017Q4,2017,4,12,0,21849,3903.2,80.3,84,4519,1427,53.1,58.9,16.6,14.1,6.7,2.8,0.9,4.3,4,35.7,41.7,10.6,8,1,2.2,22.2,74.6,752,0.5,3.3,7.4,44.5,44.3,60,45.4,32.6,8.9,13,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2018Q1,2018,1,3,0,21796,3913,80.3,84,4539.5,1447,52.7,59.9,16.5,13.7,6.5,2.6,0.7,4.3,3.9,35.5,42.6,10.3,7.7,0.9,2.1,21.7,75.2,754,0.4,3.2,7.1,43.2,46.1,61,46,31.7,9.6,12.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2018Q2,2018,2,6,0,21792,3942.1,80.3,83.9,4577.1,1450,52.4,60.6,16.3,13.5,6.3,2.7,0.6,4.3,3.8,34.8,43.5,10.5,7.4,0.9,2,21.1,76,754,0.4,3.1,6.9,43.8,45.8,61,46.7,31.5,9.6,12.2,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2018Q3,2018,3,9,0,21759,3962.4,80.2,83.9,4606.9,1466,52.1,61.2,16.1,13.2,6.2,2.7,0.6,4.3,3.7,34.1,44.2,10.9,7.1,0.8,2,20.5,76.7,754,0.4,3.1,7,43.5,46.1,62,46.9,31.4,10.2,11.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2018Q4,2018,4,12,0,21743,3971.5,80.2,83.8,4631.6,1485,51.7,62.1,15.9,12.8,6,2.7,0.5,4.3,3.6,33.4,44.3,11.8,6.8,0.8,1.9,20.1,77.3,754,0.4,3.1,7.1,44.1,45.3,62,46.8,30.5,11.6,11,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2019Q1,2019,1,3,0,21744,3979.5,80.2,83.8,4659.6,1501,51.2,63,15.8,12.4,5.9,2.5,0.4,4.3,3.6,32.9,44.9,12,6.6,0.7,1.8,19.7,77.7,756,0.4,3,6.7,42.5,47.4,63,46.3,29.9,12.8,10.9,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2019Q2,2019,2,6,0,21831,4023.8,80.2,83.8,4718.2,1490,51.2,63.2,15.4,12.3,6,2.7,0.3,4.3,3.5,32.4,46,11.8,6.3,0.7,1.7,19.3,78.3,756,0.4,2.9,6.6,43.3,46.8,64,45.7,29.2,13.9,11.1,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2019Q3,2019,3,9,0,21965,4086.3,80.2,83.8,4792.4,1480,51.2,63.1,15.1,12.5,6.1,2.9,0.3,4.3,3.4,33.6,45.7,11.3,6.1,0.6,1.7,19.1,78.6,756,0.4,2.9,6.6,43.3,46.9,64,45.7,27.3,15.7,11.4,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2019Q4,2019,4,12,0,22001,4120.4,80.2,83.7,4833.6,1491,51.2,62.9,14.8,12.8,6.1,3.1,0.3,4.3,3.3,35.3,44.7,10.8,5.8,0.6,1.6,19,78.9,755,0.4,2.9,6.7,43.8,46.2,64,46,24.6,18,11.4,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2020Q1,2020,1,3,0,22171,4191.7,80.2,83.7,4917,1498,51.3,62.6,14.6,13.2,6.2,3.1,0.3,4.3,3.4,37.5,43.3,10.3,5.6,0.5,1.5,18.9,79.1,757,0.4,2.8,6.4,42.7,47.7,64,46.5,21.8,20.2,11.4,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2020Q2,2020,2,6,0,22373,4299.5,80.2,83.7,5014.3,1391,51.7,61.7,14.4,13.8,6.4,3.4,0.2,4.2,4.5,41.1,39.6,9.5,5.4,0.5,1.4,19.2,78.8,761,0.3,2.4,5.7,41.8,49.9,63,47.5,19.4,21.8,11.3,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2020Q3,2020,3,9,0,22598,4440.4,80.2,83.6,5137.3,1410,52.2,60.7,14.3,14.4,6.7,3.6,0.2,4.1,8.3,42.3,35.6,8.8,5.1,0.4,1.3,19.6,78.6,762,0.2,2.1,5.5,42.6,49.6,61,48.9,18.1,21.7,11.3,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2020Q4,2020,4,12,0,22922,4621.4,80.1,83.6,5296.6,1421,52.5,59.9,14.4,15,7.1,3.5,0.2,4,14,41.8,31.4,8,4.8,0.3,1.2,19.9,78.5,761,0.2,2,5.6,44,48.2,58,51,17.7,19.7,11.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2021Q1,2021,1,3,0,23239,4790.6,80.1,83.6,5449.8,1438,52.3,59.8,14.9,15,7.3,2.8,0.1,3.8,19.9,40.5,27.7,7.3,4.5,0.3,1.2,20.2,78.3,763,0.2,1.7,5.1,43.3,49.7,56,54,16.5,17.9,11.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2021Q2,2021,2,6,0,23396,4912.6,80.1,83.6,5564,1492,51.8,60.3,15.6,14.4,7.4,2.2,0.1,3.8,22.2,41.9,24.9,6.7,4.3,0.3,1.1,20.4,78.2,762,0.2,1.6,5,45.2,48,54,56.5,15.4,16.8,11.3,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2021Q3,2021,3,9,0,23568,5035,80.1,83.5,5685.7,1515,51,61.8,16.5,13.4,6.5,1.8,0.1,3.7,24.8,42.4,22.7,6.1,4,0.3,1,20.5,78.2,762,0.2,1.6,5.1,45.1,48,53,58.5,14.5,15.9,11,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2021Q4,2021,4,12,0,23830,5174.8,80,83.4,5831.3,1537,49.9,63.8,16.8,12.5,5.3,1.5,0.1,3.6,26.1,43.6,20.9,5.6,3.8,0.3,1,20.4,78.4,760,0.2,1.7,5.4,46.5,46.3,52,60.3,13.8,14.7,11.2,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2022Q1,2022,1,3,0,23920,5250.5,79.9,83.3,5923.1,1594,48.5,67,16.5,11.2,4.2,1.1,0,3.6,26.2,44.4,20.5,5.3,3.6,0.3,0.9,20.2,78.6,763,0.2,1.6,5,45.1,48.1,52,61.7,13.1,13.8,11.5,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2022Q2,2022,2,6,0,23948,5304.2,79.9,83.2,6000.3,1634,47,70.7,15.4,9.6,3.3,1,0,3.6,25.8,43.5,20.8,6.3,3.6,0.3,0.9,19.8,79,762,0.2,1.7,5.2,45.4,47.5,53,62.6,12.2,13.3,12,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2022Q3,2022,3,9,0,23927,5327.7,79.8,83.1,6051.7,1669,45.7,73.9,14.3,8.1,2.7,1,0,3.7,25.4,42.6,20.5,7.5,4,0.3,0.8,19.4,79.5,761,0.2,1.8,5.4,44.6,48,54,63.1,11.6,12.3,13,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2022Q4,2022,4,12,0,23896,5330,79.8,83,6085.5,1693,44.6,76.6,13.1,6.9,2.5,0.9,0,3.7,25.2,42,20.1,7.6,5,0.3,0.8,19.1,79.8,760,0.2,2.1,5.7,44.6,47.3,56,63.5,11.1,11.1,14.3,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2023Q1,2023,1,3,0,23882,5331.7,79.8,83,6120.7,1737,43.8,78.3,12.2,6.2,2.4,0.8,0,3.7,25,41.4,19.8,7.8,5.9,0.3,0.8,18.7,80.1,762,0.3,2.1,5.4,42.5,49.7,58,63.8,10.7,9.8,15.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2023Q2,2023,2,6,0,23888,5350.2,79.7,82.9,6171.5,1743,43.4,79.3,11.4,5.8,2.5,1,0,3.8,24.7,40.8,19.4,7.9,7.2,0.3,0.8,18.4,80.5,762,0.3,2.2,5.5,42.3,49.7,60,63.9,10.3,8.9,16.9,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2023Q3,2023,3,9,0,23886,5364.7,79.7,82.9,6218.3,1766,43.1,79.8,10.7,5.7,2.5,1.2,0,3.8,24.4,40.1,19,7.9,8.6,0.3,0.7,18,80.9,762,0.4,2.5,5.6,41.3,50.3,61,63.6,10,8.8,17.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2023Q4,2023,4,12,0,23849,5359,79.7,82.8,6245.9,1810,42.8,80.4,10.2,5.6,2.6,1.3,0,3.9,24.2,39.6,18.7,7.8,9.7,0.3,0.7,17.7,81.2,761,0.4,2.7,5.7,41.2,50,63,62.6,10.1,9.6,17.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2024Q1,2024,1,3,0,23827,5357.9,79.7,82.8,6279.1,1828,42.5,81,9.5,5.5,2.6,1.4,0,3.9,24,39.1,18.4,7.7,10.7,0.3,0.7,17.4,81.5,763,0.4,2.6,5.4,39.6,52,65,61.8,10.6,9.9,17.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2024Q2,2024,2,6,0,23836,5379.7,79.6,82.8,6331.8,1848,42.2,81.3,8.9,5.5,2.8,1.5,0,4,23.8,38.5,18,7.7,12.1,0.3,0.7,17.1,81.9,763,0.5,2.7,5.4,39.5,51.9,66,59,13.3,10,17.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2024Q3,2024,3,9,0,23828,5397,79.6,82.7,6379.7,1863,41.9,81.6,8.4,5.6,2.9,1.5,0,4,23.5,37.8,17.6,7.7,13.4,0.3,0.7,16.7,82.3,763,0.5,2.8,5.4,38.6,52.7,68,54.4,17.8,10.1,17.7,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2024Q4,2024,4,12,0,23778,5398.2,79.6,82.6,6409.4,1891,41.6,81.9,8,5.6,3,1.5,0,4,23.3,37.3,17.3,7.9,14.3,0.3,0.6,16.4,82.6,762,0.5,2.9,5.6,39.1,51.9,70,48.3,23.6,10.3,17.8,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2025Q1,2025,1,3,0,23710,5385.4,79.6,82.6,6428.1,1928,41.2,82.3,7.6,5.6,3.1,1.4,0,4.1,23.1,36.8,17.1,7.8,15.2,0.3,0.6,16.1,82.9,764,0.6,3,5.4,37.2,53.9,72,42,29.8,10.2,18,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Enterprise Acquisitions,2025Q2,2025,2,6,0,23471,5319.9,79.6,82.6,6388.8,1962,40.7,82.9,7.2,5.4,3.2,1.3,0,4.1,23,36.6,16.9,7.8,15.6,0.3,0.6,15.9,83.1,763,0.6,3.1,5.4,37.2,53.7,74,35.8,35.8,9.8,18.6,0,100,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2013Q1,2013,1,3,0,7886,1211.1,77.6,81.1,1286.9,1166,89.2,10.6,4.6,7,14,39.8,23.9,5,1,22.4,26,28,22.7,2.4,1.6,5.3,90.7,677,3.5,15.9,20,48.5,12.1,52,67.4,12.3,9.6,10.6,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2013Q2,2013,2,6,0,7952,1226.1,77.5,81,1303.2,1160,88,10.6,4.7,7.4,17.2,39.7,20.4,4.9,1.2,26.3,25.2,26,21.3,2.3,1.6,5.3,90.8,678,3.2,15.4,20.2,49.2,12,52,65.8,14.6,8.4,11.2,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2013Q3,2013,3,9,0,7977,1233.2,77.3,80.9,1312.9,1177,86.8,10.7,4.9,8.2,21.3,37.5,17.4,4.9,1.2,27.1,26.8,24.8,20.1,2.2,1.6,5.3,90.9,678,3.3,15.6,20.5,48.8,11.8,53,63.9,17,6.9,12.2,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2013Q4,2013,4,12,0,8003,1239.5,77.2,80.8,1323.5,1195,85.3,10.9,5.3,9.6,25,34.5,14.6,4.9,1.2,27.3,28.3,24,19.2,2.1,1.7,5.2,91.1,677,3.3,15.8,20.5,48.7,11.7,54,61.5,19.9,6.1,12.5,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2014Q1,2014,1,3,0,8027,1243.7,77.1,80.7,1332.4,1205,83.8,11.2,5.8,12.1,26.9,31.8,12.1,4.8,1.1,27.3,29.7,23.3,18.5,2,1.7,5.1,91.2,680,3.1,15.2,20,49.1,12.6,55,60.4,21.3,5.6,12.7,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2014Q2,2014,2,6,0,8083,1255.2,77,80.6,1348.5,1199,82.4,11.6,6.7,15,27,29.5,10.1,4.8,1.1,27.4,31.4,22.4,17.6,1.9,1.7,5.1,91.3,681,2.8,14.8,20.1,49.5,12.7,55,58.9,23.1,5,13,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2014Q3,2014,3,9,0,8113,1262.9,76.9,80.5,1360.1,1202,81.1,12.1,7.9,17.2,27,27.3,8.5,4.8,1.1,27.9,32.6,21.6,16.9,1.8,1.8,5,91.4,681,2.9,14.9,20.5,49,12.7,56,57.6,24.7,4.7,13,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2014Q4,2014,4,12,0,8135,1268.8,76.7,80.3,1370,1205,79.9,12.7,9.2,18.4,27.3,25.3,7.1,4.7,1.1,28.7,33.2,20.7,16.2,1.7,1.9,5,91.4,680,3,15.2,20.8,48.6,12.5,57,56.1,26.4,4.5,13,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2015Q1,2015,1,3,0,8167,1276.3,76.6,80.2,1381.1,1199,79,13.3,10.3,19.3,27.3,23.8,6,4.7,1.1,30.4,33,19.9,15.6,1.6,1.9,4.9,91.6,683,2.7,14.6,20.2,48.9,13.6,58,55.8,26.7,4.6,12.9,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2015Q2,2015,2,6,0,8166,1280.6,76.4,80,1386.9,1181,78.4,13.8,11.3,19.2,26.9,23.6,5.2,4.7,1.1,32.5,32.6,18.8,15,1.5,2,4.9,91.7,684,2.6,14.4,20.4,49.1,13.6,58,56.1,26.1,5,12.8,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2015Q3,2015,3,9,0,8227,1299.9,76.3,79.8,1408.7,1193,77.8,14.3,12.1,19.1,26.7,23.1,4.7,4.6,1.1,33.3,33.5,17.8,14.3,1.4,2,4.8,91.9,683,2.6,14.4,20.9,48.7,13.4,58,56.5,25.6,5.2,12.7,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2015Q4,2015,4,12,0,8235,1308.7,76.1,79.7,1420.2,1207,77.2,14.9,12.9,19,26.6,22.5,4,4.6,1.1,34.4,33.8,16.9,13.6,1.3,1.9,4.7,92,682,2.7,14.7,21.2,48.4,13.1,58,56.3,25.7,5.5,12.4,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2016Q1,2016,1,3,0,8262,1320.6,76.1,79.7,1435,1210,76.5,15.7,13.8,19,26.6,21.5,3.4,4.5,1.1,35.9,33.8,16.1,13,1.3,1.9,4.7,92.1,685,2.5,13.9,20.6,49.2,13.9,58,56.2,25.4,6.3,12.1,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2016Q2,2016,2,6,0,8325,1344.7,75.9,79.6,1461.4,1198,76.1,16.4,14.2,19,26.5,20.6,3.2,4.5,1.2,38,33.3,15.2,12.2,1.1,1.9,4.6,92.4,685,2.4,13.7,20.8,49.3,13.8,58,55.8,24.9,7.7,11.6,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2016Q3,2016,3,9,0,8373,1367.6,75.8,79.5,1486,1199,75.6,17.3,14.4,19.2,26.2,19.9,3,4.4,1.3,40.4,32.3,14.4,11.6,1.1,1.9,4.6,92.5,684,2.5,14,21.1,48.7,13.7,57,55,24.6,9.1,11.2,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2016Q4,2016,4,12,0,8398,1382.3,75.6,79.4,1502.2,1210,75.1,18.3,14.4,19.8,25.7,19.2,2.7,4.4,1.4,42.4,31.4,13.7,11.1,1,1.8,4.5,92.7,682,2.6,14.5,21.4,48.3,13.2,57,53.9,24.5,10.6,11,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2017Q1,2017,1,3,0,8439,1399.6,75.5,79.3,1521.2,1236,74.5,19.3,14.4,20.3,25.3,18.3,2.4,4.4,1.3,42.6,32.3,13.2,10.7,1,1.8,4.4,92.8,684,2.5,14,20.8,48.6,14.1,58,52.8,25.3,11.2,10.7,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2017Q2,2017,2,6,0,8522,1428.5,75.4,79.3,1553.2,1236,74.1,20.3,14.2,20.7,24.8,17.7,2.2,4.4,1.3,42.4,33.5,12.6,10.2,0.9,1.7,4.3,93,685,2.4,13.9,20.7,48.9,14.2,58,51.7,25.9,12,10.4,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2017Q3,2017,3,9,0,8566,1449.1,75.3,79.1,1576.8,1248,73.6,21.4,14.2,21.1,24.2,17.1,2.1,4.3,1.3,42.4,34.3,12.2,9.8,0.9,1.7,4.3,93.1,685,2.4,14.1,20.7,48.6,14.2,58,51.5,25.5,12.8,10.2,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2017Q4,2017,4,12,0,8574,1459.2,75.1,79,1590.4,1260,72.9,22.4,14.3,21.6,23.6,16.2,1.9,4.3,1.3,42.5,35,11.9,9.4,0.9,1.6,4.2,93.3,684,2.5,14.4,21,48.3,13.8,58,52.1,24.2,13.6,10.1,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2018Q1,2018,1,3,0,8589,1469.1,75,78.9,1604.9,1282,72.2,23.6,14.7,22,23.1,15,1.6,4.3,1.2,42,35.9,11.8,9.1,0.9,1.6,4.1,93.4,686,2.3,13.9,20.4,48.6,14.7,59,52.7,23.4,13.8,10.1,100,0,0
NMDB,Quarterly,Rural/Non-Rural,USANRA,United States Non-Rural,Government / Non-Conventional,2018Q2,2018,2,6,0,8629,1488.7,74.9,78.8,1628.7,1288,71.7,24.4,15.2,22,22.3,14.5,1.6,4.3,1.2,40.6,37,12.5,8.7,0.8,1.5,4,93.7,687,2.3,13.7,20.3,48.8,14.9,60,53.4,22.7,13.7,10.2,100,0,0
